day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_collisions
3,2013,08,07,2013-08-07,64.5,55.9,1022.0,9.9,5.1,9.9,,73.9,54.0,0.0,999.9,0,508
4,2013,08,08,2013-08-08,67.8,64.0,1020.1,10.0,6.7,9.9,,75.0,54.0,0.0,999.9,0,549
5,2013,08,09,2013-08-09,70.7,68.8,1016.9,9.3,13.1,21.0,27.0,75.0,61.0,0.03,999.9,0,579
6,2013,08,10,2013-08-10,72.4,66.5,1012.3,6.4,11.2,15.0,21.0,80.1,68.0,0.06,999.9,1,495
7,2013,08,11,2013-08-11,69.5,56.7,1017.0,10.0,7.5,11.1,,80.1,60.1,0.0,999.9,0,481
1,2013,08,12,2013-08-12,68.2,63.2,1016.8,10.0,7.2,11.1,,75.0,60.1,0.0,999.9,0,519
2,2013,08,13,2013-08-13,67.8,66.7,1011.1,4.6,3.4,17.1,,73.9,64.0,0.0,999.9,1,553
3,2013,08,14,2013-08-14,68.4,59.6,1007.5,8.3,9.6,19.0,24.1,73.0,64.0,0.5,999.9,0,622
4,2013,08,15,2013-08-15,67.2,52.7,1016.9,10.0,10.2,15.0,21.0,73.0,62.1,0.0,999.9,0,599
5,2013,08,16,2013-08-16,67.4,59.7,1021.2,10.0,8.2,12.0,,73.0,62.1,0.0,999.9,0,678
6,2013,08,17,2013-08-17,67.3,59.8,1023.8,10.0,3.2,8.0,,75.9,55.9,0.0,999.9,0,504
7,2013,08,18,2013-08-18,64.8,58.4,1023.8,8.4,3.3,8.0,,75.9,55.9,0.01,999.9,1,442
1,2013,08,19,2013-08-19,65.5,60.8,1017.5,9.5,8.1,13.0,,73.9,57.0,0.39,999.9,0,462
2,2013,08,20,2013-08-20,71.0,64.7,1017.3,9.5,7.0,11.1,,78.1,57.0,0.01,999.9,0,542
3,2013,08,21,2013-08-21,70.3,66.7,1020.1,7.1,6.5,9.9,,79.0,64.0,0.0,999.9,1,562
4,2013,08,22,2013-08-22,70.5,68.9,1016.9,3.9,9.8,14.0,,79.0,64.0,0.01,999.9,1,578
5,2013,08,23,2013-08-23,70.6,65.0,1013.1,7.8,12.1,22.9,28.0,77.0,63.0,0.0,999.9,0,636
6,2013,08,24,2013-08-24,66.2,55.2,1022.3,10.0,10.7,19.0,24.1,77.0,55.9,0.0,999.9,0,527
7,2013,08,25,2013-08-25,64.0,54.6,1026.6,10.0,6.7,12.0,,75.0,50.0,0.0,999.9,0,459
1,2013,08,26,2013-08-26,68.3,64.1,1020.1,10.0,11.2,19.0,22.0,75.0,50.0,0.0,999.9,0,521
2,2013,08,27,2013-08-27,68.0,66.6,1011.8,4.5,8.0,14.0,,70.0,64.4,0.39,999.9,1,507
3,2013,08,28,2013-08-28,66.4,64.6,1012.0,3.9,6.8,9.9,,72.0,62.6,0.67,999.9,1,482
4,2013,08,29,2013-08-29,65.7,63.7,1014.4,5.8,11.3,17.1,21.0,69.1,62.6,0.0,999.9,1,572
5,2013,08,30,2013-08-30,65.0,59.2,1014.8,9.9,10.8,17.1,21.0,70.0,59.0,0.0,999.9,0,599
6,2013,08,31,2013-08-31,69.4,67.0,1011.9,7.0,10.9,13.0,,75.0,59.0,0.0,999.9,0,480
7,2013,09,01,2013-09-01,70.7,68.3,1012.4,7.5,10.1,13.0,,75.9,66.9,0.0,999.9,0,480
1,2013,09,02,2013-09-02,70.8,68.7,1010.3,7.0,7.7,11.1,,75.9,68.0,0.0,999.9,1,431
2,2013,09,03,2013-09-03,70.1,69.0,1008.1,2.0,6.8,11.1,,75.9,66.0,0.05,999.9,1,551
3,2013,09,04,2013-09-04,68.5,61.9,1011.4,8.9,8.8,15.0,20.0,73.9,63.0,0.06,999.9,0,604
4,2013,09,05,2013-09-05,67.4,62.1,1013.8,10.0,10.4,17.1,22.0,75.9,61.0,0.0,999.9,0,493
5,2013,09,06,2013-09-06,60.3,47.8,1021.1,10.0,5.3,12.0,,75.9,52.0,0.0,999.9,0,525
6,2013,09,07,2013-09-07,63.6,50.4,1017.9,10.0,10.2,17.1,22.0,71.1,52.0,0.0,999.9,0,585
7,2013,09,08,2013-09-08,68.0,59.3,1010.5,10.0,13.3,19.0,26.0,75.9,57.0,0.0,999.9,0,500
1,2013,09,09,2013-09-09,59.8,42.5,1021.4,10.0,8.2,15.9,22.0,75.9,50.0,0.0,999.9,0,632
2,2013,09,10,2013-09-10,65.5,57.5,1022.0,10.0,10.1,18.1,22.9,72.0,50.0,0.0,999.9,0,629
3,2013,09,11,2013-09-11,69.9,66.8,1019.3,6.8,10.9,13.0,19.0,73.9,61.0,0.0,999.9,0,576
4,2013,09,12,2013-09-12,70.2,67.6,1013.7,5.3,11.4,15.9,20.0,75.0,66.9,0.0,999.9,0,695
5,2013,09,13,2013-09-13,69.1,67.0,1004.5,6.1,8.9,15.0,19.0,75.0,66.9,0.01,999.9,1,652
6,2013,09,14,2013-09-14,64.5,57.6,1010.4,10.0,9.1,13.0,19.0,73.9,60.1,0.13,999.9,0,519
7,2013,09,15,2013-09-15,61.2,50.7,1019.4,10.0,6.6,13.0,17.1,68.0,51.1,0.0,999.9,0,476
1,2013,09,16,2013-09-16,62.4,54.8,1017.9,10.0,7.4,13.0,15.0,70.0,51.1,0.0,999.9,0,570
2,2013,09,17,2013-09-17,56.1,43.1,1024.7,10.0,16.3,22.9,29.9,70.0,51.1,0.02,999.9,0,627
3,2013,09,18,2013-09-18,56.1,42.7,1025.2,10.0,5.8,11.1,,69.1,43.0,0.0,999.9,0,571
4,2013,09,19,2013-09-19,62.4,54.6,1020.3,10.0,9.6,15.0,19.0,69.1,43.0,0.0,999.9,0,536
5,2013,09,20,2013-09-20,62.6,58.5,1018.4,9.5,6.2,8.9,,71.1,53.6,0.01,999.9,0,631
6,2013,09,21,2013-09-21,63.6,60.3,1015.6,9.9,7.8,13.0,,72.0,54.0,0.01,999.9,1,546
7,2013,09,22,2013-09-22,66.3,63.4,1007.0,8.8,9.8,15.0,29.9,72.0,60.1,0.24,999.9,0,585
1,2013,09,23,2013-09-23,57.5,44.9,1011.2,10.0,10.4,15.0,22.0,69.1,48.9,0.0,999.9,0,661
2,2013,09,24,2013-09-24,54.5,42.7,1013.0,10.0,8.4,13.0,19.0,61.0,46.0,0.0,999.9,0,615
3,2013,09,25,2013-09-25,55.3,45.3,1012.3,10.0,4.5,8.9,,64.0,44.1,0.0,999.9,0,539
4,2013,09,26,2013-09-26,56.8,46.4,1015.6,10.0,8.0,17.1,20.0,64.0,44.1,0.0,999.9,0,516
5,2013,09,27,2013-09-27,58.1,51.2,1020.2,10.0,11.5,18.1,24.1,64.0,46.9,0.0,999.9,0,553
6,2013,09,28,2013-09-28,59.2,50.1,1024.6,10.0,7.4,11.1,,69.1,50.0,0.0,999.9,0,547
7,2013,09,29,2013-09-29,54.9,50.1,1022.8,10.0,7.8,13.0,,69.1,45.0,0.01,999.9,0,506
1,2013,09,30,2013-09-30,59.5,54.3,1016.9,9.8,10.4,19.0,22.9,66.9,45.0,0.01,999.9,0,605
2,2013,10,01,2013-10-01,62.1,51.8,1012.9,10.0,8.0,15.0,,70.0,53.1,0.0,999.9,0,616
3,2013,10,02,2013-10-02,64.8,58.1,1012.1,9.3,8.7,17.1,19.0,73.9,53.1,0.01,999.9,1,647
4,2013,10,03,2013-10-03,65.8,56.3,1016.4,10.0,6.5,8.9,,75.9,59.0,0.0,999.9,0,590
5,2013,10,04,2013-10-04,62.8,57.5,1017.7,9.3,5.2,8.9,,71.1,53.6,0.01,999.9,1,658
6,2013,10,05,2013-10-05,61.3,57.7,1018.0,9.6,4.2,8.0,,72.0,54.0,0.13,999.9,0,497
7,2013,10,06,2013-10-06,59.1,54.8,1021.1,6.9,7.2,14.0,22.0,64.9,53.1,0.0,999.9,1,404
1,2013,10,07,2013-10-07,65.7,62.3,1017.4,8.5,11.9,15.0,20.0,73.0,53.1,0.0,999.9,0,618
2,2013,10,08,2013-10-08,61.5,51.6,1019.7,8.7,12.2,18.1,24.1,73.0,52.0,0.47,999.9,0,574
3,2013,10,09,2013-10-09,56.4,44.3,1027.9,10.0,11.6,22.0,26.0,64.9,51.1,0.03,999.9,0,529
4,2013,10,10,2013-10-10,58.4,52.6,1024.3,10.0,11.6,15.0,22.0,64.9,54.0,0.0,999.9,0,559
5,2013,10,11,2013-10-11,60.6,56.6,1018.4,10.0,13.3,19.0,26.0,64.9,55.0,0.0,999.9,0,621
6,2013,10,12,2013-10-12,58.6,53.4,1021.7,10.0,13.2,22.0,31.1,64.9,54.0,0.0,999.9,0,556
7,2013,10,13,2013-10-13,55.1,45.6,1027.8,10.0,11.4,15.9,22.9,64.0,48.0,0.0,999.9,0,502
1,2013,10,14,2013-10-14,51.5,44.0,1027.0,10.0,4.6,8.9,,62.1,41.0,0.0,999.9,0,440
2,2013,10,15,2013-10-15,53.9,47.3,1023.8,10.0,6.3,12.0,,63.0,41.0,0.01,999.9,0,615
3,2013,10,16,2013-10-16,57.5,55.4,1017.7,6.2,9.3,14.0,,63.0,44.1,0.01,999.9,0,548
4,2013,10,17,2013-10-17,59.4,57.4,1011.5,7.9,6.1,11.1,,63.0,55.0,0.01,999.9,0,574
5,2013,10,18,2013-10-18,62.3,57.0,1008.3,8.8,11.0,20.0,25.1,68.0,57.0,0.01,999.9,0,680
6,2013,10,19,2013-10-19,57.3,45.0,1013.9,10.0,6.2,11.1,15.9,68.0,46.9,0.0,999.9,0,471
7,2013,10,20,2013-10-20,58.3,47.4,1010.3,10.0,9.4,15.9,21.0,62.1,46.9,0.05,999.9,0,490
1,2013,10,21,2013-10-21,54.4,41.1,1018.5,10.0,7.1,15.0,19.0,64.0,39.9,0.0,999.9,0,616
2,2013,10,22,2013-10-22,59.1,52.4,1012.5,10.0,6.1,8.9,,66.9,39.9,0.0,999.9,0,540
3,2013,10,23,2013-10-23,52.5,44.6,1005.8,9.8,7.9,12.0,,66.9,48.0,0.0,999.9,0,558
4,2013,10,24,2013-10-24,48.4,34.5,1007.5,9.9,10.8,15.9,27.0,57.0,43.0,0.36,999.9,0,632
5,2013,10,25,2013-10-25,48.0,30.2,1015.2,10.0,9.2,13.0,21.0,54.0,43.0,0.0,999.9,0,647
6,2013,10,26,2013-10-26,49.0,32.9,1020.1,10.0,13.7,25.1,34.0,57.9,32.0,0.0,999.9,0,626
7,2013,10,27,2013-10-27,54.3,38.7,1012.5,10.0,13.8,26.0,35.9,57.9,50.0,0.01,999.9,0,512
1,2013,10,28,2013-10-28,50.7,33.0,1020.4,10.0,10.3,21.0,27.0,57.9,36.0,0.0,999.9,0,620
2,2013,10,29,2013-10-29,47.5,34.1,1027.6,10.0,6.8,15.0,20.0,57.9,36.0,0.0,999.9,0,600
3,2013,10,30,2013-10-30,46.8,38.6,1025.8,10.0,5.2,11.1,,57.9,34.0,0.0,999.9,0,558
4,2013,10,31,2013-10-31,54.8,50.9,1021.4,9.1,6.0,12.0,,62.1,34.0,0.0,999.9,0,615
5,2013,11,01,2013-11-01,62.3,59.7,1008.7,6.3,18.2,24.1,34.0,66.0,45.0,0.01,999.9,0,710
6,2013,11,02,2013-11-02,57.4,55.2,1003.8,6.4,5.6,15.0,21.0,66.0,53.1,0.14,999.9,1,551
7,2013,11,03,2013-11-03,49.4,43.7,1013.0,8.8,12.0,24.1,28.9,60.1,42.1,0.05,999.9,0,415
1,2013,11,04,2013-11-04,42.0,26.0,1032.0,10.0,13.9,20.0,25.1,55.0,39.0,0.0,999.9,0,658
2,2013,11,05,2013-11-05,43.5,30.4,1037.8,10.0,3.9,7.0,,50.0,37.9,0.0,999.9,0,510
3,2013,11,06,2013-11-06,46.5,41.4,1030.4,10.0,3.7,8.9,,57.0,36.0,0.0,999.9,0,635
4,2013,11,07,2013-11-07,57.8,55.7,1015.6,7.1,11.4,20.0,28.0,64.0,37.0,0.01,999.9,0,646
5,2013,11,08,2013-11-08,47.1,32.0,1012.2,10.0,13.7,20.0,27.0,64.0,41.0,1.56,999.9,0,682
6,2013,11,09,2013-11-09,41.7,22.4,1020.4,10.0,12.9,21.0,28.9,51.1,37.9,0.03,999.9,0,571
7,2013,11,10,2013-11-10,52.5,39.7,1013.4,10.0,13.0,26.0,35.9,60.1,37.9,0.0,999.9,0,474
1,2013,11,11,2013-11-11,47.1,30.4,1015.7,10.0,15.9,22.0,31.1,60.1,42.1,0.01,999.9,0,456
2,2013,11,12,2013-11-12,45.7,36.8,1015.0,8.5,16.5,22.9,28.9,55.0,32.0,0.0,999.9,0,647
3,2013,11,13,2013-11-13,33.5,20.7,1022.1,10.0,12.6,15.9,25.1,37.4,30.0,0.06,999.9,0,593
4,2013,11,14,2013-11-14,42.8,27.4,1021.3,10.0,14.2,22.0,28.9,50.0,30.0,0.0,999.9,0,620
5,2013,11,15,2013-11-15,53.0,39.1,1022.7,10.0,12.3,17.1,20.0,57.9,48.9,0.0,999.9,0,617
6,2013,11,16,2013-11-16,51.2,43.6,1025.0,9.6,6.5,9.9,,57.9,46.9,0.0,999.9,0,612
7,2013,11,17,2013-11-17,48.9,45.9,1024.9,6.8,7.0,13.0,,55.9,37.4,0.0,999.9,1,532
1,2013,11,18,2013-11-18,55.9,53.7,1006.1,5.0,13.5,24.1,35.0,60.8,51.1,0.23,999.9,1,611
2,2013,11,19,2013-11-19,47.0,29.2,1010.1,9.8,14.0,22.0,28.9,60.1,39.9,0.26,999.9,0,600
3,2013,11,20,2013-11-20,38.0,21.5,1028.8,10.0,14.5,17.1,25.1,52.0,34.0,0.0,999.9,0,607
4,2013,11,21,2013-11-21,39.0,26.7,1035.0,10.0,4.9,9.9,,48.0,30.9,0.0,999.9,0,628
5,2013,11,22,2013-11-22,46.2,41.9,1024.5,9.4,5.6,18.1,25.1,54.0,30.9,0.0,999.9,0,702
6,2013,11,23,2013-11-23,47.3,34.3,1010.4,9.6,9.9,18.1,27.0,54.0,39.0,0.08,999.9,0,536
7,2013,11,24,2013-11-24,30.5,9.2,1011.1,10.0,18.3,28.0,47.0,52.0,26.1,0.01,999.9,0,494
1,2013,11,25,2013-11-25,27.0,4.4,1025.3,10.0,15.4,27.0,39.0,36.0,23.0,0.0,999.9,0,710
2,2013,11,26,2013-11-26,44.4,33.4,1026.6,10.0,11.3,19.0,26.0,50.0,23.0,0.0,999.9,0,867
3,2013,11,27,2013-11-27,53.3,51.9,1009.8,5.2,20.0,32.1,42.9,59.0,46.0,0.15,999.9,0,742
4,2013,11,28,2013-11-28,40.1,28.4,1014.2,9.4,14.9,24.1,35.9,60.1,30.0,1.86,999.9,0,429
5,2013,11,29,2013-11-29,31.2,12.9,1033.0,10.0,8.7,14.0,17.1,42.1,26.1,0.0,999.9,0,437
6,2013,11,30,2013-11-30,31.3,15.4,1038.9,10.0,6.5,12.0,,37.9,25.0,0.0,999.9,0,479
7,2013,12,01,2013-12-01,43.1,35.0,1026.2,9.8,10.9,14.0,,50.0,25.0,0.0,999.9,0,420
1,2013,12,02,2013-12-02,44.0,42.1,1014.2,7.0,7.1,11.1,,50.0,39.0,0.07,999.9,1,549
2,2013,12,03,2013-12-03,41.8,38.2,1011.1,10.0,11.7,18.1,24.1,46.0,39.0,0.0,999.9,0,553
3,2013,12,04,2013-12-04,39.8,31.7,1017.2,9.8,6.4,11.1,,45.0,30.9,0.0,999.9,0,520
4,2013,12,05,2013-12-05,43.4,40.5,1021.5,8.3,7.4,13.0,20.0,51.1,30.0,0.0,999.9,1,573
5,2013,12,06,2013-12-06,50.6,49.7,1015.2,3.0,8.4,14.0,19.0,55.9,33.1,0.0,999.9,1,759
6,2013,12,07,2013-12-07,39.7,34.5,1021.6,7.8,11.8,19.0,25.1,55.9,37.0,0.51,999.9,0,567
7,2013,12,08,2013-12-08,34.0,19.4,1032.4,10.0,8.8,15.0,20.0,41.0,30.9,0.28,999.9,0,456
1,2013,12,09,2013-12-09,40.8,36.3,1023.6,6.8,11.2,21.0,34.0,51.8,33.1,0.13,999.9,0,639
2,2013,12,10,2013-12-10,38.8,35.1,1012.4,6.7,9.1,17.1,25.1,51.1,33.1,0.2,999.9,1,539
3,2013,12,11,2013-12-11,31.8,20.6,1020.3,9.9,12.8,18.1,29.9,42.1,28.0,0.19,999.9,0,605
4,2013,12,12,2013-12-12,28.1,11.3,1022.3,10.0,11.5,19.0,26.0,34.0,19.9,0.0,999.9,0,648
5,2013,12,13,2013-12-13,28.1,12.0,1019.3,9.9,12.7,24.1,31.1,35.1,19.9,0.0,999.9,0,695
6,2013,12,14,2013-12-14,26.9,15.8,1029.8,8.1,10.7,15.0,22.0,35.1,23.0,0.0,999.9,0,690
7,2013,12,15,2013-12-15,40.0,37.1,1004.5,5.8,18.9,26.0,36.9,51.8,32.0,0.87,999.9,0,450
1,2013,12,16,2013-12-16,32.0,15.5,1012.3,10.0,12.5,17.1,27.0,35.1,27.0,0.83,999.9,0,640
2,2013,12,17,2013-12-17,28.6,15.9,1021.4,9.0,9.6,18.1,25.1,41.0,21.0,0.0,999.9,0,703
3,2013,12,18,2013-12-18,35.4,30.1,1011.3,8.7,13.0,24.1,32.1,45.0,21.0,0.15,999.9,0,701
4,2013,12,19,2013-12-19,39.1,27.5,1018.9,10.0,13.8,20.0,27.0,48.0,27.0,0.0,999.9,0,607
5,2013,12,20,2013-12-20,42.5,37.5,1019.0,8.3,7.4,12.0,,52.0,32.0,0.0,999.9,0,674
6,2013,12,21,2013-12-21,47.6,45.6,1016.3,5.5,9.0,14.0,,52.0,32.0,0.0,999.9,0,594
7,2013,12,22,2013-12-22,51.9,51.2,1014.6,2.1,15.2,22.9,29.9,55.9,44.1,0.01,999.9,1,505
1,2013,12,23,2013-12-23,48.7,47.5,1015.7,3.5,6.7,14.0,21.0,55.9,39.9,0.0,999.9,1,707
2,2013,12,24,2013-12-24,38.4,34.9,1017.1,8.8,13.4,20.0,26.0,43.0,33.8,0.5,999.9,0,515
3,2013,12,25,2013-12-25,26.2,13.9,1026.6,9.7,12.5,18.1,25.1,39.9,21.0,0.06,999.9,0,257
4,2013,12,26,2013-12-26,33.3,26.8,1029.1,9.3,7.8,15.0,22.0,43.0,21.0,0.0,999.9,0,428
5,2013,12,27,2013-12-27,33.1,22.7,1023.9,10.0,10.0,15.9,22.0,43.0,23.0,0.22,999.9,0,476
6,2013,12,28,2013-12-28,39.3,29.8,1022.2,9.9,10.4,18.1,24.1,50.0,27.0,0.0,999.9,0,475
7,2013,12,29,2013-12-29,43.2,40.6,1016.7,6.9,7.8,24.1,32.1,50.0,27.0,0.0,999.9,0,394
1,2013,12,30,2013-12-30,42.5,36.9,1008.3,8.8,14.1,25.1,34.0,54.0,35.1,0.75,999.9,0,476
2,2013,12,31,2013-12-31,28.5,16.8,1018.8,9.4,10.1,15.0,20.0,34.0,24.8,0.0,999.9,0,465
3,2014,01,01,2014-01-01,28.2,10.4,1025.6,10.0,11.3,21.0,28.9,32.0,25.0,0.0,999.9,0,399
4,2014,01,02,2014-01-02,31.1,22.4,1020.8,5.8,10.9,25.1,34.0,35.6,26.1,0.0,999.9,0,603
5,2014,01,03,2014-01-03,24.2,20.2,1007.0,0.8,26.9,35.9,47.0,30.9,15.8,0.15,999.9,1,423
6,2014,01,04,2014-01-04,18.8,10.9,1030.5,9.3,12.1,21.0,26.0,35.1,8.1,0.01,999.9,0,418
7,2014,01,05,2014-01-05,37.8,33.5,1026.0,9.0,8.6,18.1,25.1,42.1,27.0,0.0,999.9,0,320
1,2014,01,06,2014-01-06,46.3,45.1,1007.0,2.5,14.8,20.0,26.0,52.0,41.0,0.04,999.9,1,518
2,2014,01,07,2014-01-07,23.9,10.4,1009.6,9.4,17.6,28.9,41.0,52.0,15.1,0.12,999.9,0,491
3,2014,01,08,2014-01-08,18.2,5.0,1028.1,10.0,12.0,17.1,26.0,34.0,12.0,0.0,999.9,0,616
4,2014,01,09,2014-01-09,23.5,8.3,1034.2,10.0,7.9,12.0,20.0,28.9,12.0,0.0,999.9,0,561
5,2014,01,10,2014-01-10,28.8,22.6,1034.1,9.7,5.8,11.1,,39.2,12.9,0.0,999.9,0,667
6,2014,01,11,2014-01-11,44.8,43.0,1019.0,4.4,13.4,22.9,32.1,51.8,37.9,0.0,999.9,1,465
7,2014,01,12,2014-01-12,45.1,38.4,1003.8,5.5,14.7,28.9,36.9,53.1,39.0,1.6,999.9,1,388
1,2014,01,13,2014-01-13,38.6,31.2,1018.7,9.2,7.7,12.0,,46.9,28.9,0.01,999.9,0,568
2,2014,01,14,2014-01-14,45.5,43.2,1012.5,5.2,11.8,15.0,22.0,48.0,28.9,0.0,999.9,1,559
3,2014,01,15,2014-01-15,41.1,38.4,1013.3,6.5,6.0,15.9,24.1,48.9,32.0,0.62,999.9,0,583
4,2014,01,16,2014-01-16,40.8,39.3,1010.6,4.6,5.9,11.1,,46.0,32.0,0.0,999.9,0,521
5,2014,01,17,2014-01-17,38.6,35.8,1014.8,6.7,3.7,8.9,,44.1,32.0,0.0,999.9,1,589
6,2014,01,18,2014-01-18,38.8,35.8,1009.2,8.7,7.9,19.0,28.0,44.1,28.0,0.0,999.9,0,448
7,2014,01,19,2014-01-19,36.1,29.0,1005.7,10.0,16.5,28.0,38.1,43.0,32.0,0.04,999.9,0,380
1,2014,01,20,2014-01-20,41.0,27.9,1003.2,10.0,16.8,24.1,35.0,46.9,34.0,0.0,999.9,0,360
2,2014,01,21,2014-01-21,29.2,17.5,1012.1,8.5,12.6,22.0,28.9,46.9,23.0,0.0,999.9,1,1161
3,2014,01,22,2014-01-22,25.0,20.3,1001.1,1.9,25.7,35.9,46.0,36.0,18.0,0.01,999.9,1,498
4,2014,01,23,2014-01-23,16.5,5.1,1014.4,9.7,11.1,19.0,24.1,28.9,9.0,0.0,999.9,0,612
5,2014,01,24,2014-01-24,14.8,-0.5,1022.4,10.0,11.8,15.9,22.9,23.0,9.0,0.0,999.9,0,705
6,2014,01,25,2014-01-25,32.0,23.0,1011.2,8.5,17.0,27.0,35.9,41.0,10.9,0.0,999.9,0,475
7,2014,01,26,2014-01-26,26.8,15.4,1004.7,9.4,17.8,22.9,29.9,41.0,21.0,0.03,999.9,0,465
1,2014,01,27,2014-01-27,38.8,32.3,1008.0,8.8,12.3,17.1,22.9,45.0,21.0,0.0,999.9,0,511
2,2014,01,28,2014-01-28,22.2,-1.3,1020.6,10.0,10.7,17.1,25.1,45.0,17.1,0.0,999.9,0,504
3,2014,01,29,2014-01-29,20.3,10.4,1021.2,6.3,8.1,14.0,,27.0,17.1,0.02,999.9,0,649
4,2014,01,30,2014-01-30,22.0,5.8,1027.2,10.0,8.1,15.9,24.1,27.0,12.9,0.01,999.9,0,657
5,2014,01,31,2014-01-31,33.7,26.7,1020.9,9.9,9.1,15.0,19.0,37.4,28.9,0.0,999.9,0,560
6,2014,02,01,2014-02-01,35.6,25.1,1024.8,10.0,4.8,8.0,,41.0,30.9,0.0,999.9,0,507
7,2014,02,02,2014-02-02,39.3,37.2,1016.5,5.5,8.7,15.0,20.0,45.0,30.9,0.1,999.9,1,417
1,2014,02,03,2014-02-03,36.5,33.6,1018.2,5.3,9.1,15.0,18.1,45.0,32.0,0.06,999.9,1,960
2,2014,02,04,2014-02-04,32.5,26.2,1027.2,10.0,7.8,14.0,,41.0,27.0,0.61,999.9,0,613
3,2014,02,05,2014-02-05,32.3,29.1,1018.9,6.3,9.2,22.9,31.1,37.4,24.1,0.1,999.9,0,468
4,2014,02,06,2014-02-06,30.4,24.5,1018.1,8.6,11.5,17.1,24.1,37.0,24.1,0.56,999.9,0,569
5,2014,02,07,2014-02-07,28.1,15.7,1023.2,10.0,9.0,14.0,19.0,32.0,24.1,0.0,999.9,0,675
6,2014,02,08,2014-02-08,28.2,14.2,1023.9,10.0,8.6,12.0,19.0,32.0,21.9,0.0,999.9,0,424
7,2014,02,09,2014-02-09,30.3,18.2,1018.7,10.0,4.9,9.9,,37.0,21.9,0.0,999.9,0,450
1,2014,02,10,2014-02-10,28.9,18.8,1015.7,9.0,9.0,19.0,26.0,37.0,23.0,0.0,999.9,0,678
2,2014,02,11,2014-02-11,24.0,6.4,1023.8,10.0,9.2,15.0,18.1,32.0,19.9,0.0,999.9,0,636
3,2014,02,12,2014-02-12,23.7,10.0,1030.8,10.0,10.5,17.1,25.1,30.0,17.6,0.0,999.9,0,640
4,2014,02,13,2014-02-13,37.0,32.0,1022.3,6.3,13.4,25.1,36.9,48.9,18.0,0.0,999.9,1,447
5,2014,02,14,2014-02-14,40.2,35.7,989.5,5.7,20.1,35.9,47.0,50.0,30.0,1.41,999.9,1,792
6,2014,02,15,2014-02-15,35.2,28.8,1006.5,7.3,11.8,27.0,35.9,39.0,28.0,0.02,999.9,0,516
7,2014,02,16,2014-02-16,29.8,22.4,1004.2,7.5,20.2,34.0,45.1,39.0,25.0,0.63,999.9,1,464
1,2014,02,17,2014-02-17,24.3,8.9,1019.8,9.3,13.1,19.0,28.0,32.0,19.0,0.0,999.9,0,491
2,2014,02,18,2014-02-18,28.2,18.5,1023.6,9.0,12.7,26.0,32.1,42.1,9.0,0.0,999.9,0,518
3,2014,02,19,2014-02-19,35.0,29.4,1015.6,8.9,12.3,21.0,31.1,44.6,25.0,0.11,999.9,0,552
4,2014,02,20,2014-02-20,39.6,32.2,1018.5,7.1,10.4,15.9,26.0,50.0,23.0,0.19,999.9,0,556
5,2014,02,21,2014-02-21,42.2,40.0,1017.2,3.9,10.4,19.0,26.0,50.0,35.1,0.26,999.9,1,545
6,2014,02,22,2014-02-22,41.4,36.5,1015.1,7.1,11.0,22.0,28.9,51.8,33.8,0.44,999.9,1,587
7,2014,02,23,2014-02-23,42.0,36.9,1015.4,9.5,9.1,13.0,,46.9,34.0,0.0,999.9,0,414
1,2014,02,24,2014-02-24,37.5,25.8,1008.3,9.7,10.3,18.1,28.9,46.9,30.9,0.09,999.9,0,569
2,2014,02,25,2014-02-25,27.0,8.7,1014.2,10.0,15.5,21.0,31.1,42.1,21.9,0.04,999.9,0,513
3,2014,02,26,2014-02-26,25.8,12.6,1012.3,8.9,8.0,17.1,21.0,30.9,21.0,0.0,999.9,0,511
4,2014,02,27,2014-02-27,24.7,11.2,1008.1,8.6,8.4,15.9,26.0,32.0,14.0,0.0,999.9,0,571
5,2014,02,28,2014-02-28,20.3,0.3,1020.5,9.6,12.5,24.1,33.0,28.0,14.0,0.0,999.9,0,655
6,2014,03,01,2014-03-01,24.1,12.5,1029.1,10.0,5.2,11.1,,35.1,12.0,0.0,999.9,0,497
7,2014,03,02,2014-03-02,35.1,28.8,1018.5,9.1,6.8,15.0,21.0,39.9,30.9,0.0,999.9,0,344
1,2014,03,03,2014-03-03,27.3,20.3,1017.2,5.8,11.2,25.1,32.1,33.8,21.0,0.0,999.9,1,440
2,2014,03,04,2014-03-04,24.8,12.2,1025.5,10.0,8.3,12.0,,30.0,21.0,0.0,999.9,0,532
3,2014,03,05,2014-03-05,29.5,18.3,1024.3,9.5,7.1,21.0,26.0,36.0,25.0,0.0,999.9,0,491
4,2014,03,06,2014-03-06,26.3,14.0,1032.2,9.1,16.4,22.0,28.0,30.2,21.0,0.0,999.9,0,558
5,2014,03,07,2014-03-07,29.4,20.9,1027.4,10.0,8.4,14.0,19.0,37.9,19.0,0.0,999.9,0,533
6,2014,03,08,2014-03-08,40.3,33.2,1009.0,8.9,11.0,15.9,21.0,48.0,35.6,0.0,999.9,1,515
7,2014,03,09,2014-03-09,35.2,21.7,1011.2,10.0,8.9,15.0,22.0,37.9,30.0,0.0,999.9,0,404
1,2014,03,10,2014-03-10,33.5,24.0,1010.7,8.9,6.1,15.0,,39.2,28.0,0.0,999.9,0,513
2,2014,03,11,2014-03-11,41.3,34.1,1002.9,8.3,9.0,12.0,18.1,48.9,32.0,0.0,999.9,0,510
